id_vacancy|job_vacancy|description|salary
85257916|Менеджер службы поддержки (удаленно)|<p>Привет! Сейчас мы находимся в поиске <strong>менеджера поддержки</strong> в Цифриум.<br /><br /><strong>Цифриум</strong> – партнер <strong>Фоксфорда</strong>, помогающий продвигать наш продукт на B2G рынке. Цифриум был основан в 2020 году Алексеем Половинкиным, который 14 лет назад придумал и Фоксфорд. Спустя всего 2 года работы Цифримум <strong>входит в топ-15 крупнейших EdTech компаний России </strong>в сегменте детского дополнительного образования. Мы разрабатываем онлайн-платформу и сервисы для системы образования, а также проводим олимпиады и диагностики знаний, помогаем определиться с профессией и организуем онлайн-курсы.</p> <p><strong>Про команду</strong></p> <p>Поддержка Цифриума — это 10 человек, которые каждый день помогают с решением вопросов от клиентов: отмены, переносы занятий, помощь с личным кабинетом, а также документами. У нас иерархическая структура: у команды есть тимлид, который помогает новичкам в решении как рабочих, так и организационных вопросов. Мы общаемся через Slack и Google Meet / Zoom, а также используем собственную тикет-систему UseDesk для общения с клиентами.</p> <p><strong>Задачи специалиста поддержки</strong></p> <ul> <li> <p>обрабатывать письменные обращения и звонки от клиентов;</p> </li> <li> <p>помогать пользователям осваивать нашу платформу;</p> </li> <li> <p>помогать с проблемами технического характера;</p> </li> <li> <p>предоставлять оперативные консультации по продукту, акциям и мероприятиям, искать решение проблем клиента;</p> </li> <li> <p>прорабатывать жалобы, утешать, поддерживать клиента и передавать его пожелания;</p> </li> <li> <p>проверять пакет документов клиентов и бизнес-партнеров.</p> </li> </ul> <p><strong>Что ждём от кандидата</strong></p> <ul> <li> <p>наличие технического оснащения для удалённой работы (быстрый интернет, наличие ноутбука/компьютера, гарнитура, тишина в квартире);</p> </li> <li> <p>понимание, что такое качественный сервис и клиентоориентированность;</p> </li> <li> <p>грамотная устная и письменная речь;</p> </li> <li> <p>высокая скорость печати;</p> </li> <li> <p>стрессоустойчивость и многозадачность;</p> </li> <li> <p>владение компьютером на уровне уверенного пользователя;</p> </li> <li> <p>опыт работы в поддержке от полугода будет плюсом.</p> </li> </ul> <p><strong>Почему у нас классно</strong></p> <ul> <li>полностью удалённая работа (в том числе возможно работать не из России);</li> <li>возможность выбрать график работы — 5/2 (09:00–18:00) или 2/2 (10:00–20:00 по Москве);</li> <li><strong>оклад — 45 000 рублей (на руки);</strong></li> <li>зарекомендовавший себя на рынке продукт с большой аудиторией;</li> <li>ДМС через 3 месяца, компенсация больничного, онлайн-тренировки;</li> <li>развитие: корпоративные курсы иностранных языков, скидки на продукты «Нетологии» и «Фоксфорда» для сотрудников и членов их семей, доступ к онлайн-библиотеке, регулярное обучение внутри.</li> </ul> <p><strong>Процесс найма</strong></p> <p>телефонное интервью —&gt; интервью с руководителем ——&gt; предложение о работе</p> <p><strong>Ждём тебя!</strong></p>|45000.0
83040517|PHP developer|<p>Крупный региональный оператор связи Свердловской области.<br />Мы предоставляем доступ в интернет, цифровое ТВ, видеонаблюдение, телефонию, облачные сервисы, хостинг и многое другое из мира ИТ и телекома.</p> <p><strong>Мне нужен уверенный PHP разработчик </strong>на внутренний проект - биллинг. Это большая система, где собрана информация о тарифах, клиентах, сотрудниках, технологиях и текущих проектах в компании. Пользователи системы - сотрудники компании, которые работают в системе каждый день. Продукт очень живой :)</p> <p>Точно скажу, что есть легаси, начиная с PHP 5.4, symfony 2.</p> <p><strong>Наш стэк:</strong></p> <ul> <li>PHP, AngularJS</li> <li>PostgreSQL (подойдет владение любым SQL языком)</li> <li>GitLab</li> </ul> <p><strong>Нам интересны кандидаты, которые </strong>могут разобраться в чужом коде, имеют опыт разработки на PHP и опыт работы с любыми реляционными базами данных, опыт командной работы (мы используем git, code review, CI);</p> <p><strong>В работе очень поможет такой опыт (если его нет, не страшно):</strong></p> <ul> <li>Опыт интеграции сторонних API, платежных систем, опыт разработки финансовых сервисов</li> <li>Опыт разработки клиентской части (HTML/CSS/JS)</li> <li>Опыт работы с Linux, владение командной строкой</li> <li>Опыт работы с Docker</li> </ul> <p><strong>Условия и бонусы от нас:</strong></p> <ul> <li>Официальное оформление, все гарантии ТК РФ</li> <li>Доход: фиксированный оклад. Обсуждается индивидуально в зависимости от скиллов;</li> <li>Режим работы гибрид, либо рассмотреть полностью офисный вариант с оборудованным рабочим местом</li> <li>Поддержка и сопровождение корпоративной системы, участие в интеграциях</li> <li>Заинтересованная команда</li> </ul> <p><strong>Рассматриваю будущих коллег только из Екатеринбурга!</strong></p>|200000.0
85876970|Инженер группы технической поддержки|<p>ITS - компания лидер (имеем статус аккредитованной организации, осуществляющей деятельность в области информационных технологий), в своем сегменте, в сфере профессионального IT - Аутсорсинга и системной интеграции, приглашает в свою команду Инженера группы технической поддержки.<br />Наше сотрудничество будет эффективным, если Вы человек увлечённый, неравнодушный и болеете душой, за то, что делаете!</p> <p><strong>Требования</strong></p> <ul> <li>Фундаментальные, базовые знания информационных технологий;</li> <li>Грамотная речь, хорошее знание русского языка.</li> </ul> <p><strong>Обязанности</strong></p> <ul> <li>Приём и категоризация обращений пользователей;</li> <li>Диагностика причин инцидентов;</li> <li>Выполнение работ по устранению причин и последствий инцидентов в системах под управлением различных ОС;</li> <li>Работа в CRM-системе.</li> </ul> <p> </p> <p><strong>Условия работы</strong></p> <ul> <li>Интересные задачи, перспективные проекты;</li> <li>Обучение профессиональным навыкам в ИТ;</li> <li>Официальное трудоустройство согласно ТК РФ;</li> <li>Офис компании р-он С.Сортировка;</li> <li>График работы: ПН-ПТ, с 09:00 до 18:00;</li> <li>Есть возможность дополнительного заработка (дежурства, проектные работы).</li> </ul>|60000.0
86757636|Аналитик (middle)|<p><strong>Bnovo - </strong>аккредитования IT компания, резидент Сколково, лидер рынка в области SaaS-решений для гостиничного бизнеса.</p> <p>Нашей платформой пользуются <strong>16 000</strong> партнеров уже более <strong>10 лет.</strong></p> <p>Наш продукт сочетает в себе черты профессиональных B2B-продуктов и B2C-сервисов.</p> <p>Мы уверены, что именно благодаря сотрудникам компания быстро и успешно развивается. Поэтому находимся в постоянном поиске единомышленников: сильных специалистов в своем деле и сейчас мы находимся в поиске<em><strong> Аналитика.</strong></em></p> <p><br /><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Предстоит заниматься выгрузкой и подготовкой данных;</li> <li><strong>Составлять сложные запросы на SQL;</strong></li> <li>Работать со множеством источников данных (биллинговая система, CRM-система, собственный продукт - PMS для отелей, открытые источники);</li> <li>Писать<strong> скрипты на Python</strong> для пред/пост-обработки данных;</li> <li><strong>Сводить данные в Google Таблицах</strong>, строить схемы, графики, диаграммы, дашборды, анализировать полученные данные;</li> <li><strong>DWH;</strong></li> <li>Потребуется активно взаимодействовать с внутренними заказчиками, вникать в суть их запросов, помогать разобраться что именно хотят получить от запрашиваемых данных и на какие вопросы с их помощью ответить, предлагать решения</li> </ul> <p><strong>Что мы ожидаем:</strong></p> <ul> <li><strong>уверенное знание SQL;</strong></li> <li><strong>Data Lens;</strong></li> <li>умение работать с <strong>реляционными СУБД;</strong></li> <li>владение <strong>Python (библиотеками NumPy, Pandas, Plotly);</strong></li> <li><strong>опыт разработки дашбордов;</strong></li> <li>системное мышление;</li> <li>аналитический склад ума;</li> <li>уверенный<strong> Excel;</strong></li> <li><strong>коммерческий опыт от 2х лет с самостоятельной разработкой дашбордов.</strong></li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>#нетолькоработа в успешной IT компании, а молодая и драйвовая команда единомышленников, влюбленная в общее дело!</p> </li> <li> <p>Отсрочку от призыва - компания входит в реестр аккредитованных IT-компаний Минцифры и для сотрудников действуют льготы;</p> </li> <li> <p>Гибкое начало и окончание рабочего дня;</p> </li> <li> <p>Мы практикуем раздельный сбор мусора: избавим Вас от батареек, лампочек, пластиковых крышек, ненужных визиток и чеков;</p> </li> <li> <p>Официальное оформление, «белая» оплата труда два раза в месяц, отпуск и<strong> </strong>больничные;</p> </li> <li>Удаленный или гибридный формат работы;</li> <li>ДМС.</li> </ul>|90000.0
86273322|2D-художник|<p>Компания Dominigames за 13 лет стала ведущим разработчиком премиум Hidden Object игр<br />Команда Domini сегодня — это более 200 ребят, создающих лучший игровой продукт среди hidden object игр. Мы продвигаем наши проекты по всему миру. Основной акцент сейчас приходится на рынки США, Западной Европы и Азии.</p> <p>Прямо сейчас мы в поиске <strong>2D художника. </strong>Начни свою карьеру в gamedev и твори историю мобильных игр с нами!</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Созданием графики для казуальных игр (персонажи, объекты, фоны, интерфейсы);</li> <li>Созданием художественной стилистики проекта;</li> <li>Графика с высокой степенью детализации.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Профессиональное владение Adobe Photoshop, умение работать с текстурами;</li> <li>Понимание основных принципов композиции, построения освещения, умение передавать форму и материал объектов и атмосферу сцены;</li> <li>Умение быстро и красиво рисовать от руки и на графическом планшете;</li> <li>Умение работать в казуальном стиле желательно.</li> </ul> <p><strong>Почему именно мы?</strong></p> <ul> <li> <p>Возможность удалённой работы;</p> </li> <li> <p>График 5/2, гибкое начало рабочего дня с 7.00 до 11.00;</p> </li> <li>Стипендия на время обучения (trainee) - 22 000 на руки;</li> <li>Оформление с первого дня;</li> <li>Фильмы на проекторе по вечерам, плойка;</li> <li>Самое главное, коллектив с крутой атмосферой :) Мы стремимся поддерживать друг друга. В конце концов, на работе мы проводим большую часть своей жизни, и важно, чтобы нас окружали люди, с кем комфортно находится рядом и интересно решать рабочие задачи.</li> </ul> <p> </p>|26600.0
86167468|Контент-менеджер|<p>Наш отдел поискового продвижения сайтов растет, поэтому мы ищем контент-менеджера в команду!</p> <p>Полная занятость — пятидневная рабочая неделя с 9:00 до 18:00. <strong>Не</strong> рассматриваем кандидатов на совмещение/подработку.</p> <p><strong>Какие требования к кандидату:</strong></p> <ul> <li> <p>опытный пользователь ПК;</p> </li> <li> <p>владение программами MS Office (Word, Excel).</p> </li> </ul> <p><strong>Наш идеальный кандидат:</strong></p> <ul> <li> <p>ответственный, усидчивый и внимательный;</p> </li> <li> <p>пунктуальный и уважает дедлайны;</p> </li> <li> <p>инициативный и умеет находить нужную информацию;</p> </li> <li> <p>упорный в достижении результатов;</p> </li> <li> <p>грамотно пишет и владеет русским языком.</p> </li> </ul> <p><strong>Обязанности контент-специалиста:</strong></p> <ul> <li> <p>сбор семантического ядра (подбор запросов);</p> </li> <li> <p>создание новых страниц, карточек товаров;</p> </li> <li> <p>составление ТЗ на тексты, заказ на бирже, проверка готового текста;</p> </li> <li> <p>размещение данных на сайте: метаданные, тексты, фотографии, отзывы, характеристики;</p> </li> <li> <p>работа с ссылочными биржами: подбор, покупка, проверка размещения;</p> </li> <li> <p>работа с геосервисами и каталогами организаций.</p> </li> </ul> <p><strong>Мы предлагаем комфортные условия:</strong></p> <ul> <li>официальное трудоустройство;</li> <li>оклад 25 000 рублей + % от выполнения работ;</li> <li>средняя ЗП через полгода 30 000 – 40 000 рублей;</li> <li>выплата заработной платы два раза в месяц;</li> <li>пятидневная рабочая неделя с 9:00 до 18:00;</li> <li>полная занятость, удаленный формат работы;</li> <li>наставничество, а также внутреннее и внешнее обучение;</li> <li>дружный коллектив.</li> </ul> <p>Оставляйте свой отклик и мы свяжемся с вами в ближайшее время!</p>|35000.0
86662386|React Developer (Middle, Remote)|<p>В <strong>KODIX</strong> мы уже 15 лет разрабатываем сложные веб-сервисы и целые digital-экосистемы для крупнейших международных компаний, таких как AUDI, IKEA, AVON, VOLKSWAGEN, SKODA и YAMAHA.</p> <p><br /><strong>Чем предстоит заниматься:</strong><br />— Работа над проектами на базе фреймворка React;<br />— Реализация нового функционала - есть возможность участвовать в определении архитектуры проектов;<br />— Работа с современными технологиями (React 16+, Next 11+, Remix.run), отсутствие legacy.<br />— Плотное взаимодействие с командой design и backend командами.<br />— Работа со storybook, верстка компонентов, интеграции с Backend в формате RESTfull API / GraphQL / grpc;<br />— R&amp;D новых, более оптимальных решений.</p> <p><strong>Наши ожидания:</strong><br />— Опыт работы на React от 2 лет;<br />— Опыт работы с Next от 2 лет;<br />— Знание и понимание ООП , DRY, KISS, SOLID, рефакторинга, архитектурных решений;<br />— Твёрдые знания принципов и технологий работы веб-сайтов;<br />— Умение кроссбраузерной адаптивной и семантической вёрстки<br />— Понимание принципов accessibility<br />— Знание базовых утилит, умение писать generics<br />— Глубокое понимание React - Virtual dom, Hooks, Memoization<br />— Английский В2</p> <p><strong>Наши технологии:</strong><br />HTML, CSS, Vanilla JS, TypeScript, React, Next, Vue v2/v3, Vuex, Nuxt, Storybook, React-query, Gitlab CI/CD, Docker</p> <p><strong>Мы предлагаем:</strong><br />— Масштабный проект и взаимодействие с глобальными командами, возможности роста и развития;<br />— Оформление по договору СЗ/ИП, полностью белые выплаты;<br />— Отпуск: 32 дня отпуска (+4 к основному);<br />— Удаленная работа;<br />— Гибкий рабочий график;<br />— Драйвовую команду с отлаженными бизнес-процессам, здоровыми отношениями и самым передовым стеком. Мы свободно обсуждаем и внедряем идеи, рискуем и несем ответственность, тестируем новые инструменты и гипотезы.</p> <p><strong>Будем рады видеть тебя в нашей команде!</strong></p>|150000.0
86057699|Начинающий IT-специалист|<p><em><strong>Компания &quot;Решение&quot;</strong> - крупная IT компания, которая работает в 30 регионах РФ и обслуживает более 600 клиник по всей России, специализируясь на разработке и внедрении информационных систем в медицинских учреждениях России и СНГ.</em></p> <p><em><strong>Ключевые услуги компании:</strong></em></p> <ul> <li><em>Разработка программного обеспечения</em></li> <li><em>Поставка, внедрение и сопровождение медицинских и лабораторных информационных систем</em></li> <li><em>Обучение пользователей и администраторов</em></li> <li><em>Интеграция с прикладным ПО учреждений здравоохранения</em></li> </ul> <p><strong>Основные задачи:</strong></p> <ul> <li>Внедрение медицинских информационных систем на площадке заказчика;</li> <li>Обучение пользователей</li> <li>Выезды на объекты с целью установки медицинских информационных систем в различные учреждения здравоохранения РФ.<br /><br /><strong>Профессиональные требования:</strong></li> <li>Знание основ работы с реляционными базами данных.</li> <li><strong>УВЕРЕННОЕ ЗНАНИЕ SQL (в приоритете Oracle, Postgre SQL)</strong></li> <li>Знание Oracle, PostgreSQL - обязательно;</li> <li>Знание основ работы с MSOffice/OpenOffice/LibreOffice.</li> <li>Знание linux на уровне уверенного пользователя - желательно</li> <li>Понимание основ компьютерных сетей - желательно.</li> <li>Опыт работы с пользователями.</li> <li>Опыт программирования Visual Basic for Applications (VBA), OpenOffice.org Basic, LibreOffice Basic - желательно.</li> <li><strong>ГОТОВНОСТЬ К КОМАНДИРОВКАМ </strong>- обязательно.</li> <li><strong>Удаленный формат не рассматриваем.</strong></li> <li><strong>В том числе, ждем и начинающих специалистов, выпускников - без опыта :)</strong></li> <li>Коммуникативные навыки - желательно.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Интересную работу в молодом, дружном коллективе единомышленников;</li> <li>Перспективный опыт работы в крупной, развивающейся IT - компании</li> <li>Официальное оформление по ТК РФ;</li> <li>ЗП предлагается в соответствии с вашим уровнем знаний и навыков.</li> <li>Офис у метро в центре города - в шаговой доступности от метро Балтийская, Фрунзенская, Технологический институт;</li> <li>Интересная корпоративная жизнь</li> <li>Корпоративное обучение внутри компании</li> <li>Поддержка, помощь коллег и руководителей</li> <li>Частичную компенсацию затрат на фитнес-абонементы;</li> <li>Проведение спортивных мероприятий (футбол, волейбол) за счет компании;</li> <li>Зона отдыха: Кикер (настольный футбол), PlayStation 4 + VR;</li> <li>Фруктовые дни в офисе :)</li> <li>Кофе / чай.</li> </ul> <p><strong>Компания входит в перечень аккредитованных ИТ компаний Минцифры России. Для сотрудников действуют установленные Законом льготы, в том числе по отсрочке от частичной мобилизации-для военнообязанных специалистов соответствующего профиля деятельности и образования.</strong></p>|60000.0
86652399|Специалист технической поддержки|<strong>Обязанности:</strong> <ul> <li>Поддержка рабочих мест пользователей, устранение инцидентов, возникающих при работе с ПК, оргтехникой и телефонией;</li> <li>Обеспечение работоспособности ключевых элементов сети по схеме 24/7;</li> <li>Настройка пользовательских рабочих станций и серверов;</li> <li>Мониторинг и аудит состояния серверов, рабочих станций, сетевой инфраструктуры;</li> <li>Участие в проектах по развитию собственной и клиеентской IT-инфраструктуры;</li> <li>Взаимодействие с поставщиками (закупка оборудования, услуг);</li> <li>Поддержка пользователей по возникающим вопросам (Helpdesk);</li> <li>Консультация и обучение пользователей по работе с информационными системами.</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы от 0,5 лет;</li> <li>Клиентоориентированность – желание принести радость клиенту от быстрого решения его вопроса;</li> <li>Базовые знания OS: Linux (CentOS / Debian / Fedora), уверенный пользователь OS Windows (7-10 + Server 2012/2016/2019);</li> <li>Понимание принципов администрирования домена Windows (AD, GPO, DNS, DHCP, NPS);</li> <li>Знания логики работы почты, IP-телефонии и ВКС-систем (SIP/H.323);</li> <li>Понимание принципов построения локальных сетей, знание стека протоколов TCP/IP, модели OSI/ISO;</li> <li>Опыт работы с продуктами 1С (Бухгалтерия, Предприятие), опыт работы с ЭЦП и КриптоПро;</li> <li>Опыт поддержки конечных пользователей и приоритизации задач;</li> <li>Знание современного рынка IT-оборудования и технологий и желание развиваться;<br /><br /><strong>Будет плюсом:</strong></li> <li>Знакомство с сетевым оборудованием: Ubiquiti, MikroTik, Yeastar, Yealink, Juniper;</li> <li>Знакомство с любыми серверными платформами (HP, Dell, Supermicro, QNAP) и RAID-массивами;</li> <li>Умение работать руками (тестеры СКС / кримпер);</li> <li>Знание логики работы системы доменных имен, технологий безопасности (SSL);</li> <li>Понимания принципов организации и работы VPN-туннелей;</li> <li>Базовые навыки программирования.</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в в молодом профессиональном коллективе;</li> <li>Пятидневная рабочая неделя, график с 9.00 до 18.00, пятница до 17:00;</li> <li>Широкие возможности для получения опыта работы и профессионального развития;</li> <li>Рабочее место в офисе заказчика;</li> <li>Трудовые отношения в соответствии с Трудовым Кодексом РФ с первого дня работы (<strong>аккредитованная Минцифры IT компания</strong>);</li> <li>Дополнительные оплачиваемые 3 дня отпуска в год;</li> <li>Перспективы карьерного и финансового развития.</li> </ul>|100000.0
86912475|Ведущий юрист|<p><strong>«Наносемантика»</strong> — ведущий разработчик технологий искусственного интеллекта.</p> <p>Мы являемся крупнейшим игроком российского рынка ИИ-решений.</p> <p>Наши компетенции: нейронные сети, голосовые роботы и системы анализа больших данных.</p> <p>Мы разрабатываем гибридные решения, использующие как нейросетевые архитектуры, так и классические алгоритмы машинного обучения и анализа данных.</p> <p>В свою команду мы приглашаем <strong>Ведущего юриста:</strong></p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Юридическим сопровождением деятельности IT-компании;</li> <li>Решением правовых вопросов в сфере регулирования интеллектуальной собственности, IT-проектов;</li> <li>Договорной работой: разработка, правовая экспертиза и согласование договоров, в том числе авторского заказа, договоров отчуждения исключительных прав, лицензионных, договоров оказания услуг и выполнения работ, общехозяйственных договоров с заказчиками и подрядчиками, а также иных сделок с учетом интересов компании и юридических рисков. Экспертизой договоров и приложений к ним, внесение в них изменений;</li> <li>Представлением интересов при переговорах с контрагентами, при возникновении споров с заказчиками и подрядчиками/поставщиками, нотариусом, ФИПС;</li> <li>Консультированием по вопросам трудового законодательства, опыт решения разносторонних ситуаций по трудовому праву;</li> <li>Взаимодействием с государственными фондами (Фонд Сколково, Фонд Содействия Инновациям, РФРИТ; ИНТЦ МГУ) по юридическим вопросам;</li> <li>Ведением реестра договоров и других различных реестров по документам компании. Упорядочивание юридических процедур, работы юридического отдела компании;</li> <li>Предоставление консультаций сотрудникам компании, в т.ч. в отношении налоговых IT-льгот.</li> </ul> <p><strong>Мы ожидаем:</strong></p> <ul> <li><strong>Опыт юридического сопровождения IT-компаний (в том числе составление лицензионных договоров и договоров оказания услуг)</strong><strong>;</strong></li> <li>Высшее юридическое образование;</li> <li>Глубокие и системные знания в сфере гражданского права, включая в сфере правового регулирования информационных технологий, интеллектуальной собственности и защиты персональных данных;</li> <li> <p>Опыт юридического сопровождения резидентов &quot;Сколково&quot;;</p> </li> <li>Активность (желание работать), нацеленность на решение проблемы, результат, коммуникабельность, инициативность;</li> <li>Наличие навыков делового общения, высокий уровень самоорганизации;</li> <li>Внимательность, аккуратность, грамотность;</li> <li>Умение составлять документы на основании полученных от разработчиков пояснений о характере и функционале разрабатываемого ПО;</li> <li>Умение находить общий язык с разработчиками для составления документации, а также составление всех документов, начиная от момента создания и «очистки» до передачи ПО заказчику.</li> <li>Умение самостоятельно и грамотно готовить правовые заключения, договоры и приложения к ним по различным вопросам гражданского права;</li> <li>Умение отстаивать свое мнение, видеть возможности для улучшения внутренних процессов.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>Работа в офисе 5/2;</strong></li> <li>Оформление по ТК РФ с первого рабочего дня;</li> <li>Полностью официальная заработная плата: <strong>оклад по результатам собеседования;</strong></li> <li><strong>ДМС для сотрудников (включая бизнес стоматологию);</strong></li> <li>Испытательный срок - 3 месяца;</li> <li>Соблюдение норм ТК РФ.</li> </ul> <p><strong>Территориальная доступность:</strong></p> <p>Территориально офис находится в БЦ Верейская Плаза-3;</p> <ul> <li><em>Корпоративный транспорт<strong> </strong></em>от станции м. Славянский б-р;</li> <li><em>Пешая доступность<strong> </strong></em>от станции метро Давыдково около 15 минут;</li> <li><em>Общественный транспорт от станций метро:</em> Парк Победы, Кунцевская, Молодёжная, Крылатское, Филёвский Парк, Ломоносовский пр-т, Новые Черемушки, Тёплый Стан, Ясенево;</li> <li><em>От платформ:<strong> </strong></em>Рабочий посёлок, Сетунь, Кунцево, Славянский б-р, Матвеевская.</li> </ul> <p><strong>Что ждёт интересного:</strong></p> <ul> <li>Молодой коллектив, интересная и динамичная работа;</li> <li>Возможность получения льгот (компания имеет it-аккредитацию);</li> <li>Возможности для профессионального и карьерного роста;</li> <li>Возможность посещения профильных мероприятий - конференции и прохождение курсов, необходимые сотруднику для развития;</li> <li>При посещении офиса:<br />- современная оснащенная кухня (в т.ч. кофе-поинты, свежие фрукты, снеки и пр.),<br />- собственный тренажерный зал, оборудованный душевыми и раздевалками (+возможность заниматься с тренером, групповые занятия),<br />- зона отдыха,<br />- различные кафе и столовые в БЦ.</li> </ul>|150000.0
86722291|Ведущий специалист безопасности персонала и объектов Службы безопасности|<p><strong>МТС</strong> — это мультисервисная цифровая экосистема. Мы создаём и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее.</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>проводить работу по направлениям: безопасность персонала и объектов, антитеррористическая защищенность, организация физической охраны, пропускного и внутриобъектового режимов, технической защиты объектов;</li> <li>проводить мероприятия по обеспечению безопасности категорированных помещений;</li> <li> <p>разрабатывать технические задания на оснащение системами безопасности объектов;</p> </li> <li>взаимодействовать с уполномоченными органами МВД, ФСБ и контрольно-надзорными органами в интересах обеспечения комплексной безопасности.</li> </ul> <p><strong>Что мы ждём от кандидата:</strong></p> <ul> <li> <p>высшее образование;</p> </li> <li> <p>опытом службы в ВС/МВД/ФСБ;</p> </li> <li> <p>опыт работы не менее 2 лет;</p> </li> <li> <p>опыт работы с охранными системами.</p> </li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>оформление по трудовому договору в штат компании;</li> <li>оклад 75 000 рублей до вычета НДФЛ. + полугодовая/годовая премии в размере оклада;</li> <li>график работы: 5/2 с 9:00 до 18:00 (СБ и ВС выходные);</li> <li>отпуск 28 календарных дней + 3 дня за ненормированный рабочий день;</li> <li>расширенный социальный пакет (ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж и многое другое);</li> <li>скидки и предложения от наших партнёров;</li> <li>возможность профессионального развития в разных направлениях компании.</li> </ul> <p># вакансия Екатеринбург # служба безопасности</p>|75000.0
86926298|Frontend разработчик, Vue.js, Удаленно|<p><strong>Привет!</strong></p> <p>Ищем способного frontend-разработчика!</p> <p>Мы являемся победителями хакатона Сбербанка среди российских разработчиков, мы разработали уже более 100 программных продуктов, и Вам предстоит существенно расширить этот список!</p> <hr /> <p><strong>Набор навыков и умений:</strong></p> <p> - Знание Vue.js, навыки верстки (html, css);</p> <p> - Nuxt (желательно);</p> <p>- Использование git - в нашем случае это будет gitlab;</p> <p>- Умение разбираться в чужом коде и поддерживать текущие проекты;</p> <p>- Спокойно относится к доработкам, и доведению проектов до ума в режиме «сколько нужно»;</p> <p>- Быть готовым к повышенной скорости работы;</p> <p>- Желание работать, давать результат и расти над собой!</p> <hr /> <p><strong>Прием на вакансию будет в три этапа:</strong></p> <p>1) Заполнение анкеты;</p> <p>2) Выполнение тестового задания;</p> <p>3) Прохождение финального собеседования.</p> <hr /> <p><strong>Условия работы в нашей компании:</strong></p> <p>Работа удаленно;</p> <p>Работа в очень благоприятном климате - мы всегда поддерживаем наших разработчиков;</p> <p>Предлагаем попроектную работу - проектов готовы дать много, количество выберите исходя из того уровня вовлеченности, на который готовы.</p> <hr /> <p><strong>Ждем Ваш отклик! Будем рады сотрудничеству! </strong></p>|100000.0
